Date,Region,Customers,Product Type,Bag Size (kg),Quantity Sold,Unit Price,Total Revenue
2/25/2031,Portharcourt,StoneWorks Ltd,PPC,25,984,3393,3338712
2/26/2031,Kaduna,Dangote Ltd,Slag Cement,50,491,2031,997221
2/27/2031,Abuja,MegaCem,White Cement,50,993,2892,2871756
2/28/2031,Kano,Eterna Plc,PPC,25,683,3252,2221116
3/1/2031,Abuja,Dangote Ltd,Portland Cement,25,982,3906,3835692
3/2/2031,Abuja,StoneWorks Ltd,Slag Cement,50,644,2670,1719480
3/3/2031,Abuja,MegaCem,White Cement,50,780,2285,1782300
3/4/2031,Portharcourt,StoneWorks Ltd,PPC,50,362,2317,838754
3/5/2031,Lagos,MegaCem,Portland Cement,50,68,3730,253640
3/6/2031,Kano,Eterna Plc,PPC,25,193,2960,571280
3/7/2031,Kano,Eterna Plc,Portland Cement,50,216,2000,432000
3/8/2031,Kaduna,Eterna Plc,Slag Cement,50,664,3776,2507264
3/9/2031,Abuja,Eterna Plc,White Cement,25,725,2042,1480450
3/10/2031,Portharcourt,Dangote Ltd,PPC,25,724,2242,1623208
3/11/2031,Portharcourt,MegaCem,White Cement,50,559,3582,2002338
3/12/2031,Lagos,BuildRight Co,Slag Cement,50,198,3145,622710
3/13/2031,Portharcourt,BuildRight Co,Portland Cement,25,871,2332,2031172
3/14/2031,Kaduna,StoneWorks Ltd,Portland Cement,50,137,2941,402917
3/15/2031,Abuja,Dangote Ltd,Portland Cement,25,766,2337,1790142
3/16/2031,Abuja,Dangote Ltd,PPC,50,270,2464,665280
3/17/2031,Abuja,Dangote Ltd,Portland Cement,50,475,2111,1002725
3/18/2031,Abuja,Dangote Ltd,Slag Cement,25,748,2729,2041292
3/19/2031,Kaduna,Dangote Ltd,White Cement,50,51,2125,108375
3/20/2031,Kaduna,Dangote Ltd,PPC,25,876,3977,3483852
3/21/2031,Abuja,StoneWorks Ltd,Portland Cement,25,916,2985,2734260
3/22/2031,Lagos,Eterna Plc,White Cement,25,100,3495,349500
3/23/2031,Abuja,Dangote Ltd,Slag Cement,50,429,2919,1252251
3/24/2031,Lagos,BuildRight Co,Portland Cement,50,685,2290,1568650
3/25/2031,Abuja,Dangote Ltd,Portland Cement,25,367,3117,1143939
3/26/2031,Kaduna,BuildRight Co,White Cement,50,747,2750,2054250
3/27/2031,Portharcourt,BuildRight Co,White Cement,50,215,3211,690365
3/28/2031,Kano,MegaCem,White Cement,25,582,2554,1486428
3/29/2031,Abuja,BuildRight Co,Slag Cement,25,156,2705,421980
3/30/2031,Lagos,StoneWorks Ltd,Portland Cement,50,413,2932,1210916
3/31/2031,Lagos,MegaCem,Portland Cement,50,381,2700,1028700
4/1/2031,Kaduna,Eterna Plc,White Cement,25,837,2092,1751004
4/2/2031,Abuja,MegaCem,Portland Cement,25,227,3217,730259
4/3/2031,Kaduna,StoneWorks Ltd,Portland Cement,50,621,3805,2362905
4/4/2031,Kaduna,BuildRight Co,PPC,50,443,3816,1690488
4/5/2031,Lagos,Eterna Plc,Slag Cement,50,200,2414,482800
4/6/2031,Portharcourt,BuildRight Co,Portland Cement,25,535,3966,2121810
4/7/2031,Kaduna,Dangote Ltd,Portland Cement,25,815,3770,3072550
4/8/2031,Abuja,Dangote Ltd,PPC,25,391,3722,1455302
4/9/2031,Kaduna,StoneWorks Ltd,Portland Cement,25,652,3259,2124868
4/10/2031,Kaduna,StoneWorks Ltd,White Cement,25,382,2905,1109710
4/11/2031,Kaduna,Dangote Ltd,Slag Cement,25,140,2803,392420
4/12/2031,Kano,StoneWorks Ltd,PPC,25,95,2744,260680
4/13/2031,Abuja,Eterna Plc,Slag Cement,50,352,3398,1196096
4/14/2031,Abuja,MegaCem,White Cement,50,899,3082,2770718
4/15/2031,Kaduna,BuildRight Co,Portland Cement,25,348,2930,1019640
4/16/2031,Lagos,StoneWorks Ltd,White Cement,25,183,2549,466467
4/17/2031,Portharcourt,StoneWorks Ltd,Slag Cement,25,634,3935,2494790
4/18/2031,Abuja,StoneWorks Ltd,White Cement,25,136,2284,310624
4/19/2031,Lagos,BuildRight Co,Slag Cement,50,928,2157,2001696
4/20/2031,Abuja,BuildRight Co,White Cement,50,77,3282,252714
4/21/2031,Lagos,StoneWorks Ltd,White Cement,50,937,3349,3138013
4/22/2031,Lagos,Eterna Plc,PPC,50,349,2417,843533
4/23/2031,Kano,MegaCem,Portland Cement,50,391,2637,1031067
4/24/2031,Lagos,MegaCem,Slag Cement,25,298,2698,804004
4/25/2031,Lagos,Dangote Ltd,White Cement,50,632,2548,1610336
4/26/2031,Abuja,MegaCem,Slag Cement,50,365,2713,990245
4/27/2031,Abuja,Eterna Plc,PPC,50,295,3309,976155
4/28/2031,Kano,StoneWorks Ltd,PPC,50,366,3923,1435818
4/29/2031,Lagos,MegaCem,Slag Cement,50,255,3499,892245
4/30/2031,Lagos,StoneWorks Ltd,PPC,25,191,2886,551226
5/1/2031,Abuja,MegaCem,PPC,50,353,3014,1063942
5/2/2031,Kano,MegaCem,Slag Cement,25,654,3102,2028708
5/3/2031,Abuja,MegaCem,PPC,50,289,2176,628864
5/4/2031,Kano,MegaCem,PPC,50,607,3045,1848315
5/5/2031,Kaduna,Eterna Plc,Portland Cement,25,556,3142,1746952
5/6/2031,Portharcourt,Eterna Plc,Portland Cement,50,801,2965,2374965
5/7/2031,Abuja,BuildRight Co,Slag Cement,50,861,2824,2431464
5/8/2031,Abuja,Eterna Plc,Portland Cement,50,944,2352,2220288
5/9/2031,Lagos,BuildRight Co,PPC,25,216,3751,810216
5/10/2031,Kaduna,BuildRight Co,Slag Cement,25,769,3283,2524627
5/11/2031,Abuja,BuildRight Co,Slag Cement,50,673,2818,1896514
5/12/2031,Portharcourt,Dangote Ltd,White Cement,50,355,3965,1407575
5/13/2031,Abuja,Eterna Plc,PPC,50,199,2263,450337
5/14/2031,Portharcourt,MegaCem,White Cement,50,994,3336,3315984
5/15/2031,Kaduna,MegaCem,PPC,25,747,3003,2243241
5/16/2031,Abuja,BuildRight Co,PPC,50,108,3712,400896
5/17/2031,Kano,MegaCem,White Cement,50,693,3357,2326401
5/18/2031,Kaduna,Dangote Ltd,Slag Cement,50,454,3959,1797386
5/19/2031,Abuja,Eterna Plc,White Cement,50,535,2644,1414540
5/20/2031,Kano,Eterna Plc,Slag Cement,25,846,2305,1950030
5/21/2031,Kaduna,Eterna Plc,Portland Cement,25,836,2777,2321572
5/22/2031,Kaduna,Eterna Plc,PPC,50,270,3257,879390
5/23/2031,Lagos,BuildRight Co,White Cement,50,741,2956,2190396
5/24/2031,Lagos,Dangote Ltd,Slag Cement,50,911,3911,3562921
5/25/2031,Portharcourt,Eterna Plc,Slag Cement,50,908,2881,2615948
5/26/2031,Abuja,Dangote Ltd,White Cement,50,61,3206,195566
5/27/2031,Abuja,Eterna Plc,PPC,50,972,2665,2590380
5/28/2031,Abuja,Dangote Ltd,Slag Cement,25,911,2803,2553533
5/29/2031,Lagos,Dangote Ltd,White Cement,25,325,3644,1184300
5/30/2031,Kano,Dangote Ltd,Slag Cement,50,559,3836,2144324
5/31/2031,Lagos,BuildRight Co,PPC,25,665,2233,1484945
6/1/2031,Abuja,Dangote Ltd,Portland Cement,50,860,3181,2735660
6/2/2031,Lagos,BuildRight Co,PPC,50,296,2397,709512
6/3/2031,Portharcourt,StoneWorks Ltd,Slag Cement,25,465,3805,1769325
6/4/2031,Abuja,BuildRight Co,PPC,25,236,3393,800748
6/5/2031,Kano,StoneWorks Ltd,Slag Cement,25,591,2406,1421946
6/6/2031,Portharcourt,Eterna Plc,PPC,50,442,2267,1002014
6/7/2031,Kaduna,StoneWorks Ltd,PPC,25,627,2171,1361217
6/8/2031,Kano,BuildRight Co,PPC,50,967,2883,2787861
6/9/2031,Abuja,Dangote Ltd,PPC,25,743,3377,2509111
6/10/2031,Lagos,StoneWorks Ltd,PPC,50,86,2576,221536
6/11/2031,Kano,BuildRight Co,Portland Cement,50,842,3634,3059828
6/12/2031,Kaduna,StoneWorks Ltd,White Cement,50,722,3378,2438916
6/13/2031,Kano,StoneWorks Ltd,Slag Cement,50,545,2836,1545620
6/14/2031,Lagos,BuildRight Co,Portland Cement,25,671,3819,2562549
6/15/2031,Abuja,Dangote Ltd,Portland Cement,50,885,2077,1838145
6/16/2031,Kaduna,Eterna Plc,Portland Cement,50,896,2008,1799168
6/17/2031,Kaduna,Eterna Plc,PPC,50,965,3711,3581115
6/18/2031,Kaduna,MegaCem,White Cement,25,266,3913,1040858
6/19/2031,Kaduna,MegaCem,Portland Cement,25,511,3516,1796676
6/20/2031,Abuja,Dangote Ltd,White Cement,50,456,3346,1525776
6/21/2031,Abuja,Dangote Ltd,PPC,25,195,3003,585585
6/22/2031,Abuja,MegaCem,Portland Cement,25,733,2456,1800248
6/23/2031,Lagos,Eterna Plc,Portland Cement,25,769,3824,2940656
6/24/2031,Abuja,StoneWorks Ltd,PPC,25,116,2680,310880
6/25/2031,Portharcourt,StoneWorks Ltd,White Cement,50,903,3184,2875152
6/26/2031,Kano,StoneWorks Ltd,Slag Cement,50,908,2534,2300872
6/27/2031,Portharcourt,Dangote Ltd,Portland Cement,25,499,3099,1546401
6/28/2031,Portharcourt,StoneWorks Ltd,PPC,25,381,2107,802767
6/29/2031,Kano,Dangote Ltd,White Cement,50,811,2919,2367309
6/30/2031,Portharcourt,BuildRight Co,PPC,50,495,2044,1011780
7/1/2031,Lagos,MegaCem,PPC,25,681,3394,2311314
7/2/2031,Kano,BuildRight Co,Slag Cement,25,811,3286,2664946
7/3/2031,Kano,Eterna Plc,White Cement,25,999,2106,2103894
7/4/2031,Abuja,StoneWorks Ltd,PPC,25,968,2000,1936000
7/5/2031,Kano,BuildRight Co,Slag Cement,25,720,2899,2087280
7/6/2031,Kaduna,BuildRight Co,Portland Cement,50,796,3328,2649088
7/7/2031,Abuja,Dangote Ltd,Slag Cement,25,458,3104,1421632
7/8/2031,Abuja,Dangote Ltd,Portland Cement,50,896,2016,1806336
7/9/2031,Kaduna,MegaCem,PPC,25,683,3610,2465630
7/10/2031,Kano,BuildRight Co,PPC,25,563,3839,2161357
7/11/2031,Kaduna,Eterna Plc,White Cement,25,264,3963,1046232
7/12/2031,Lagos,StoneWorks Ltd,Slag Cement,50,88,2216,195008
7/13/2031,Lagos,StoneWorks Ltd,PPC,50,941,2268,2134188
7/14/2031,Lagos,Dangote Ltd,Slag Cement,25,783,3271,2561193
7/15/2031,Lagos,BuildRight Co,PPC,25,874,3455,3019670
7/16/2031,Portharcourt,BuildRight Co,Slag Cement,25,381,2506,954786
7/17/2031,Kaduna,Dangote Ltd,Slag Cement,50,388,3983,1545404
7/18/2031,Portharcourt,MegaCem,PPC,50,803,2386,1915958
7/19/2031,Kano,Dangote Ltd,White Cement,25,959,3489,3345951
7/20/2031,Abuja,Dangote Ltd,Slag Cement,25,337,2150,724550
7/21/2031,Lagos,Eterna Plc,PPC,50,555,3184,1767120
7/22/2031,Portharcourt,Dangote Ltd,PPC,50,215,2770,595550
7/23/2031,Lagos,StoneWorks Ltd,PPC,50,516,2486,1282776
7/24/2031,Kaduna,Eterna Plc,Slag Cement,50,213,2652,564876
7/25/2031,Portharcourt,StoneWorks Ltd,White Cement,50,424,3196,1355104
7/26/2031,Lagos,StoneWorks Ltd,White Cement,25,344,2657,914008
7/27/2031,Abuja,Eterna Plc,White Cement,50,938,3827,3589726
7/28/2031,Kaduna,Dangote Ltd,Slag Cement,25,549,2268,1245132
7/29/2031,Abuja,StoneWorks Ltd,Portland Cement,25,515,2755,1418825
7/30/2031,Kaduna,MegaCem,PPC,25,945,2515,2376675
7/31/2031,Kano,Dangote Ltd,White Cement,50,164,2850,467400
8/1/2031,Kaduna,StoneWorks Ltd,Portland Cement,25,171,3781,646551
8/2/2031,Portharcourt,Dangote Ltd,Portland Cement,50,588,2000,1176000
8/3/2031,Kaduna,MegaCem,PPC,50,356,2798,996088
8/4/2031,Kano,StoneWorks Ltd,PPC,50,425,3125,1328125
8/5/2031,Portharcourt,Dangote Ltd,Slag Cement,50,957,3681,3522717
8/6/2031,Abuja,BuildRight Co,PPC,50,802,2684,2152568
8/7/2031,Portharcourt,StoneWorks Ltd,White Cement,50,763,2511,1915893
8/8/2031,Kano,Eterna Plc,Portland Cement,25,245,2733,669585
8/9/2031,Abuja,Dangote Ltd,White Cement,50,764,3958,3023912
8/10/2031,Portharcourt,Eterna Plc,Portland Cement,50,266,3392,902272
8/11/2031,Kaduna,Dangote Ltd,Portland Cement,50,619,3219,1992561
8/12/2031,Lagos,Dangote Ltd,Slag Cement,50,356,2312,823072
8/13/2031,Kaduna,StoneWorks Ltd,Portland Cement,50,653,3347,2185591
8/14/2031,Kano,BuildRight Co,White Cement,50,702,2963,2080026
8/15/2031,Portharcourt,MegaCem,Portland Cement,25,686,3002,2059372
8/16/2031,Portharcourt,Eterna Plc,Portland Cement,25,951,2745,2610495
8/17/2031,Kano,BuildRight Co,White Cement,50,691,2051,1417241
8/18/2031,Kaduna,BuildRight Co,Slag Cement,25,698,2598,1813404
8/19/2031,Kaduna,Eterna Plc,PPC,50,167,2270,379090
8/20/2031,Kaduna,MegaCem,PPC,50,380,2965,1126700
8/21/2031,Kano,MegaCem,Portland Cement,50,644,2418,1557192
8/22/2031,Abuja,StoneWorks Ltd,PPC,25,849,2551,2165799
8/23/2031,Kano,StoneWorks Ltd,Portland Cement,25,825,3248,2679600
8/24/2031,Kaduna,MegaCem,Slag Cement,25,606,2256,1367136
8/25/2031,Kano,MegaCem,Portland Cement,50,861,3354,2887794
8/26/2031,Kaduna,Dangote Ltd,White Cement,50,381,2335,889635
8/27/2031,Kaduna,BuildRight Co,Portland Cement,50,588,2820,1658160
8/28/2031,Lagos,Dangote Ltd,White Cement,50,602,2826,1701252
8/29/2031,Portharcourt,MegaCem,PPC,50,747,3285,2453895
8/30/2031,Kano,Dangote Ltd,PPC,50,645,2667,1720215
8/31/2031,Kaduna,MegaCem,Slag Cement,50,978,3896,3810288
9/1/2031,Kaduna,StoneWorks Ltd,Slag Cement,25,929,3933,3653757
9/2/2031,Kaduna,Dangote Ltd,Portland Cement,25,862,2151,1854162
9/3/2031,Kano,Eterna Plc,Portland Cement,25,854,2854,2437316
9/4/2031,Kano,Eterna Plc,Slag Cement,25,841,2581,2170621
9/5/2031,Kaduna,MegaCem,White Cement,25,100,2615,261500
9/6/2031,Abuja,Eterna Plc,Slag Cement,25,603,2014,1214442
9/7/2031,Lagos,BuildRight Co,White Cement,50,64,2772,177408
9/8/2031,Kano,StoneWorks Ltd,PPC,50,242,3935,952270
9/9/2031,Kaduna,StoneWorks Ltd,Portland Cement,50,151,3117,470667
9/10/2031,Portharcourt,BuildRight Co,PPC,25,785,3565,2798525
9/11/2031,Kano,Eterna Plc,PPC,25,66,2870,189420
9/12/2031,Portharcourt,BuildRight Co,PPC,50,368,3411,1255248
9/13/2031,Lagos,StoneWorks Ltd,Slag Cement,25,137,3738,512106
9/14/2031,Portharcourt,BuildRight Co,Slag Cement,25,691,2667,1842897
9/15/2031,Abuja,StoneWorks Ltd,Portland Cement,50,921,3579,3296259
9/16/2031,Kano,BuildRight Co,Portland Cement,50,800,2639,2111200
9/17/2031,Abuja,Eterna Plc,Slag Cement,25,818,3870,3165660
9/18/2031,Kaduna,Dangote Ltd,White Cement,25,805,2733,2200065
9/19/2031,Kano,Dangote Ltd,White Cement,25,974,3868,3767432
9/20/2031,Kano,MegaCem,PPC,25,78,3650,284700
9/21/2031,Kaduna,StoneWorks Ltd,White Cement,50,599,3333,1996467
9/22/2031,Abuja,StoneWorks Ltd,PPC,50,233,3749,873517
9/23/2031,Abuja,Dangote Ltd,Portland Cement,50,365,2148,784020
9/24/2031,Abuja,Eterna Plc,Portland Cement,50,922,3519,3244518
9/25/2031,Abuja,Eterna Plc,PPC,25,953,2836,2702708
9/26/2031,Kano,BuildRight Co,PPC,50,266,3731,992446
9/27/2031,Kano,StoneWorks Ltd,Portland Cement,50,707,2452,1733564
9/28/2031,Lagos,BuildRight Co,White Cement,25,239,3748,895772
9/29/2031,Kaduna,Dangote Ltd,Slag Cement,25,751,2759,2072009
9/30/2031,Kano,Eterna Plc,PPC,50,492,3756,1847952
10/1/2031,Lagos,Dangote Ltd,Portland Cement,25,664,3224,2140736
10/2/2031,Abuja,BuildRight Co,PPC,25,762,3663,2791206
10/3/2031,Portharcourt,MegaCem,Slag Cement,50,62,3667,227354
10/4/2031,Kaduna,Dangote Ltd,Slag Cement,50,555,3415,1895325
10/5/2031,Portharcourt,MegaCem,PPC,25,703,2461,1730083
10/6/2031,Abuja,MegaCem,White Cement,50,501,3551,1779051
10/7/2031,Portharcourt,Eterna Plc,Slag Cement,50,857,3804,3260028
10/8/2031,Kaduna,MegaCem,PPC,25,508,2282,1159256
10/9/2031,Portharcourt,BuildRight Co,White Cement,25,329,2252,740908
10/10/2031,Kaduna,StoneWorks Ltd,Portland Cement,25,507,2541,1288287
10/11/2031,Kano,StoneWorks Ltd,White Cement,25,983,3485,3425755
10/12/2031,Kaduna,Eterna Plc,PPC,50,517,3170,1638890
10/13/2031,Portharcourt,Dangote Ltd,White Cement,25,454,3806,1727924
10/14/2031,Portharcourt,StoneWorks Ltd,PPC,50,560,2718,1522080
10/15/2031,Kaduna,BuildRight Co,Portland Cement,25,542,3213,1741446
10/16/2031,Portharcourt,BuildRight Co,PPC,50,706,3933,2776698
10/17/2031,Lagos,Eterna Plc,PPC,25,749,2314,1733186
10/18/2031,Lagos,MegaCem,White Cement,25,356,3664,1304384
10/19/2031,Kano,Dangote Ltd,PPC,25,291,3500,1018500
10/20/2031,Kaduna,Dangote Ltd,Portland Cement,25,735,3601,2646735
10/21/2031,Lagos,Dangote Ltd,White Cement,25,170,2782,472940
10/22/2031,Kano,MegaCem,PPC,50,173,3360,581280
10/23/2031,Kaduna,Dangote Ltd,Portland Cement,25,544,2330,1267520
10/24/2031,Portharcourt,Eterna Plc,White Cement,25,365,2454,895710
10/25/2031,Portharcourt,StoneWorks Ltd,Slag Cement,25,518,3648,1889664
10/26/2031,Lagos,StoneWorks Ltd,PPC,25,962,2661,2559882
10/27/2031,Lagos,Dangote Ltd,White Cement,50,709,3589,2544601
10/28/2031,Kaduna,BuildRight Co,White Cement,50,782,2706,2116092
10/29/2031,Portharcourt,BuildRight Co,PPC,50,998,3333,3326334
10/30/2031,Portharcourt,BuildRight Co,White Cement,50,482,2509,1209338
10/31/2031,Abuja,Dangote Ltd,PPC,25,467,2187,1021329
11/1/2031,Kano,StoneWorks Ltd,White Cement,50,227,3371,765217
11/2/2031,Kano,MegaCem,White Cement,50,119,3232,384608
11/3/2031,Lagos,Eterna Plc,PPC,50,81,3761,304641
11/4/2031,Abuja,Dangote Ltd,Slag Cement,50,509,3740,1903660
11/5/2031,Kaduna,Eterna Plc,Slag Cement,50,126,2515,316890
